,author,title,source,date,target
9515,By Ciara O'Rourke ,Says a photo shows Adam Schiff and Jeffrey Epstein.,Viral image," December 10, 2019",pants-fire
9516,By Ciara O'Rourke ,Says the NAACP endorsed Donald Trump in the 2020 election.,Facebook posts," December 10, 2019",pants-fire
9517,By Ciara O'Rourke ,"""Ilhan Omar just hosted a flag burning party.""",Facebook posts," December 10, 2019",pants-fire
9518,By Jon Greenberg ,"Says Adam Schiff is ""under investigation for Ukrainian Burisma oil connections.""",One America News," December 9, 2019",pants-fire
9519,By Daniel Funke ,"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",Viral image," December 9, 2019",false
9520,By Samantha Putterman ,Says former Democratic Sen. Harry Reid has an outlaw horse thief ancestor and Reid’s office offered a spin-job biography about the man.,Facebook posts," December 9, 2019",pants-fire
9521,By Ciara O'Rourke ,"Says Elizabeth Warren tweeted, ""Looks like I’m the last woman of color left in this race.""",Viral image," December 9, 2019",pants-fire
9522,By Ciara O'Rourke ,"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""",Viral image," December 9, 2019",false
9523,By Samantha Putterman ,"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down.",Viral image," December 6, 2019",pants-fire
9524,By Ciara O'Rourke ,"Says Warren Buffett asked people to forward a chain email about the ""Congressional Reform Act of 2019.""",Facebook posts," December 6, 2019",pants-fire
9525,By Chris Nichols ,"""In Bakersfield, where there’s a lot of oil drilling going on, there’s more solar jobs now in Bakersfield and around that area than there are oil jobs.""",Arnold Schwarzenegger," December 6, 2019",false
9526,By Mica Soellner ,"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it.""",Robin Vos," December 6, 2019",barely-true
9527,By Alayna Degenhardt ,"""West Virginia is sixth overall in the average number of at-risk youth.""",Woody Thrasher," December 6, 2019",mostly-true
9528,By Victoria Gennuso ,"""In West Virginia, we have 20,000 jobs in which we don’t have skilled workers.""",E. Gordon Gee," December 6, 2019",half-true
9529,By Paul Specht ,Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.,Mark Walker," December 5, 2019",true
9530,By Kiannah Sepeda-Miller ,"Says U.S. Rep. Sean Casten has held numerous ""invite-only"" town halls.",Jeanne Ives," December 5, 2019",pants-fire
9531,By Louis Jacobson ,"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity.""",Donald Trump," December 5, 2019",false
9532,By Samantha Putterman ,"Says for every ""share"" that a photograph of a sick boy gets, Facebook will donate one dollar.",Viral image," December 5, 2019",pants-fire
9533,By Shefali Luthra ,"""Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’""",Pharmaceutical Research and Manfacturers of America," December 5, 2019",barely-true
9534,By Jon Greenberg ,"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",John Kennedy," December 4, 2019",false
9535,By Samantha Putterman ,"Says people can send Christmas cards to ""a recovering American soldier"" at the Walter Reed Army Medical Center in Washington, D.C.",Facebook posts," December 4, 2019",false
9536,By Miriam Valverde ,"Says photo shows ""the Golden Gate Bridge opening to the public for the first time back in 1937, and yes, it almost collapsed.""",Facebook posts," December 4, 2019",false
9537,By Minh Do ,"China today is ""burning seven to eight times the amount of coal that we’re burning in the United States.""",Jim Justice," December 4, 2019",mostly-true
9538,By Paul Specht ,"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""",Alma Adams," December 3, 2019",mostly-true
9539,By Jill Terreri Ramos ,"When it comes to how many of the 35 different federal welfare benefits each state can offer, ""the average in the country is about 12 to 14. Why are we giving every one?""",David DiPietro," December 3, 2019",false
9540,By Madlin Mekelburg ,Image shows U.S. National Guard Sgt. Leigh Ann Hester.,Sid Miller," December 3, 2019",false
9541,By Eric Litke ,"Says a Republican bill he vetoed would have implemented a ""mandate"" to make public the names of all students’ parents or guardians.",Tony Evers," December 3, 2019",false
9542,By Tom Kertscher ,"""No other city in America did what (New York) did. We reduced murders by 50%, reduced police shootings to historic lows, reduced the number of people incarcerated by nearly 40%.""",Michael Bloomberg," December 2, 2019",mostly-true
9543,By Madlin Mekelburg ,"""In Texas, Latinas make less than $0.45 for every dollar a man makes. That makes us 49th in the nation.""",Lizzie Pannill Fletcher," November 27, 2019",mostly-true
9544,By Paul Specht ,"Says the U.S. Constitution ""doesn’t say anything about (redistricting) being fair. … it’s set up to be partisan.""",Jerry Tillman," November 26, 2019",half-true
9545,By Eric Litke ,"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""",Robin Vos," November 26, 2019",mostly-true
9546,By Victoria Knight ,"""The fact is that right now the vast majority of Democrats do not support Medicare for All.""",Joe Biden," November 26, 2019",barely-true
9547,By Jon Greenberg ,Says a mall Santa beat up a child molester.,Bloggers," November 26, 2019",pants-fire
9548,By Miriam Valverde ,"Says ABC 7 reported the Santa Clarita high school shooting ""3 weeks in advance.""",Facebook posts," November 26, 2019",pants-fire
9549,By Warren Fiske ,"""We now have the first decline in overdose deaths due to drugs in 30 years - since 1990.""",Kellyanne Conway," November 26, 2019",mostly-true
9550,By Greta Serrin ,"""Missouri, in general, has more crime, percentage-wise, than the rest of the country. So, we are seeing overall crime throughout the country is going down but not here in Missouri.""",Jean Evans," November 25, 2019",half-true
9551,By Samantha Putterman ,Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,Facebook posts," November 25, 2019",pants-fire
9552,By Mica Soellner ,"""I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.""",Ron Kind," November 25, 2019",true
9553,By Kiannah Sepeda-Miller ,"Says a study projected that a pension buyout program he expanded would save ""billions and billions, potentially $25 billion.""",JB Pritzker," November 24, 2019",barely-true
9554,By Chris Nichols ,"President Trump ""hasn’t built any new (border) wall"" during his time in office.",Nancy Pelosi," November 23, 2019",mostly-true
9555,By Ciara O'Rourke ,"""The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.""",Viral image," November 22, 2019",false
9556,By Samantha Putterman ,"Says Nike pays factory workers, 80% of whom are women, ""20 cents an hour"" and has them work ""70 to 80 hours a week.""",Facebook posts," November 22, 2019",half-true
9557,By Samantha Putterman ,An image shows Rep. Elise Stefanik flipping off the camera at the impeachment proceedings,Viral image," November 22, 2019",pants-fire
9558,By Paul Specht ,"Says his campaign hasn’t accepted corporate PAC money and isn’t funded by ""special interests.""",Cal Cunningham," November 21, 2019",barely-true
9559,By Daniel Funke ,"Says Maxine Waters, Nancy Pelosi and Bernie Sanders have passed six bills in a combined 67 years.",Facebook posts," November 21, 2019",false
9560,By Madlin Mekelburg ,"""Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.""",Donald Trump," November 21, 2019",false
9561,By Samantha Putterman ,"Says Nancy Pelosi said ""Americans are the stupidest people on earth.""",Bloggers," November 21, 2019",pants-fire
9562,By Amy Sherman ,"While previous clemency boards granted restoration of civil rights to thousands of Floridians,  ""so far this year, under this clemency board, four (felons) have gotten their rights back.""",Nikki Fried," November 21, 2019",mostly-true
9563,By Tom Kertscher ,"""Today in America — a new study came out — 20 years out, whites who borrowed money, 94% of them have paid off their student loan debt; 5% of African Americans have paid it off.""",Elizabeth Warren," November 21, 2019",barely-true
9564,By Miriam Valverde ,"""The president had to confess in writing, in court to illegally diverting charitable contributions that were supposed to go to veterans.""",Pete Buttigieg," November 21, 2019",false
9565,By Daniel Funke ,"Says President Donald Trump ""fired Lt. Col. Vindman because he testified agaisnt (sic) him and corroborated the Whistleblowers (sic) testimony.""",Facebook posts," November 21, 2019",false
9566,By Shefali Luthra ,"""Over 70% of the people support Roe v. Wade. Over 90% of the people support funding for Planned Parenthood and making sure women can get the health care they need.""",Amy Klobuchar," November 21, 2019",half-true
9567,By Eric Litke ,"""Since President (Donald Trump’s) election, 36,000 jobs have been created in WI.""",Mike Pence," November 21, 2019",mostly-true
9568,By Julianna Rennie ,"Says ""President Obama fired every Bush appointed ambassador upon his election.""",Mark Meadows," November 21, 2019",barely-true
9569,By Ciara O'Rourke ,"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators.""",Viral image," November 21, 2019",false
9570,By Shefali Luthra ,"""160 million people like their private insurance.""",Joe Biden," November 21, 2019",half-true
9571,By Samantha Putterman ,"Says Nancy Pelosi said, ""It is dangerous to let the voters decide Trump’s fate.""",Facebook posts," November 21, 2019",false
9572,By Tom Kertscher ,"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",Kamala Harris," November 21, 2019",barely-true
9573,By Ciara O'Rourke ,"Says Chris Wallace tweeted to Donald Trump, ""You’re a fraud. A charlatan. A thug. A loser. A trust fund baby.""",Viral image," November 21, 2019",pants-fire
9574,By Samantha Putterman ,"Says a photo of a tortured man is U.S. diplomat Chris Stevens, who was killed in the 2012 Benghazi attack.",Viral image," November 20, 2019",pants-fire
9575,By Samantha Putterman ,Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.,Viral image," November 20, 2019",false
9576,By Paul Specht ,"Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""",David Lewis," November 19, 2019",half-true
9577,By Jon Greenberg ,"""They never thought ... that I was going to release that call and I really had no choice because Adam Schiff made up a call.""",Donald Trump," November 19, 2019",false
9578,By Tom Kertscher ,"""Nancy Pelosi, Adam Schiff, and the rest of the corrupt Democrats made a promise to their crazy left-wing base that they would impeach me even BEFORE I took office.""",Donald Trump," November 19, 2019",false
9579,By Madlin Mekelburg ,"The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis.""",Todd Starnes," November 19, 2019",barely-true
9580,By Claudia Breaux ,"""One in eight American adults, or 12.7 percent of the U.S population, now meets diagnostic criteria for alcohol use disorder.""",Richard Ojeda," November 19, 2019",half-true
9581,By Warren Fiske ,"""There’s actually been more subpoenas issued by the (U.S. House) majority than bills passed.""",Rob Wittman," November 19, 2019",false
9582,By Samantha Putterman ,Says Steph Curry decided to split with Nike because the company wouldn’t allow him to write Bible scriptures in his shoes.,Facebook posts," November 18, 2019",false
9583,By Matthew Digby ,"""$53 million a week is coming across the border in drugs.""",David McKinley," November 18, 2019",mostly-true
9584,By Libby Stanford ,"Columbia, Mo., is ""one of the fastest growing cities in the region, the only city in the state to grow jobs faster than the nation as a whole.""",Brian Treece," November 16, 2019",barely-true
9585,By Caitlyn Rosen ,"""Missouri has one of the highest rates of uninsured children in the country.""",Nicole Galloway," November 16, 2019",half-true
9586,By Amy Sherman ,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",Donald Trump," November 15, 2019",pants-fire
9587,By Miriam Valverde ,"Says Marie Yovanovitch was ""dishonest"" when she claimed under oath that she never personally responded to an email from a Democratic staffer. But ""in fact, it turns out that she did respond.""",Tucker Carlson," November 15, 2019",false
9588,By Daniel Funke ,"Says four Republican representatives ""voted to impeach President Donald Trump.""",Facebook posts," November 15, 2019",false
9589,By Daniel Funke ,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",Facebook posts," November 15, 2019",false
9590,By Daniel Funke ,"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",Facebook posts," November 15, 2019",false
9591,By Samantha Putterman ,Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.,Facebook posts," November 15, 2019",false
9592,By Madlin Mekelburg ,"""Confederate veterans were conferred with many of the same benefits of other United States military veterans by Acts of Congress back in 1929 and 1957.""",Sid Miller," November 15, 2019",mostly-true
9593,By Madison Czopek ,"""All signs seem to point to Hillary (Clinton) laying the groundwork to run for president again.""",Kay Hoflander," November 15, 2019",false
9594,By Tom Kertscher ,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",William Taylor," November 14, 2019",mostly-true
9595,By Miriam Valverde ,"""Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals.""",Donald Trump," November 14, 2019",false
9596,By Ciara O'Rourke ,"Says photos show the Trump-Ukraine whistleblower with Chuck Schumer, Elizabeth Warren, Nancy Pelosi and Hillary Clinton.",Viral image," November 14, 2019",pants-fire
9597,By Samantha Putterman ,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",Facebook posts," November 14, 2019",false
9598,By Samantha Putterman ,Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,Facebook posts," November 14, 2019",false
9599,By Louis Jacobson ,"Says William Taylor and George Kent, the public witnesses in the House impeachment inquiry, are ""Never Trumpers.""",Donald Trump," November 13, 2019",false
9600,By Samantha Putterman ,"""Did you know? Dentists are the only physicians that believe you can get away with leaving dead tissue in the body. One root canal tooth can shut down 63% of your immune system.""",Facebook posts," November 13, 2019",false
9601,By Jon Greenberg ,"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.""",Committee to Defend the President," November 12, 2019",pants-fire
9602,By Ciara O'Rourke ,Photos show the whistleblower with Nancy Pelosi and Hillary Clinton.,Facebook posts," November 12, 2019",false
9603,By Ciara O'Rourke ,"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower.",Viral image," November 12, 2019",false
9604,By Shefali Luthra ,"""If we make no changes over the next 10 years, Americans will reach into their pockets and pay out about $11 trillion on insurance premiums, copays, deductibles and uncovered medical expenses.""",Elizabeth Warren," November 12, 2019",true
9605,By Samantha Putterman ,Says a Craigslist ad offered to pay actors to be Trump supporters for a rally.,Facebook posts," November 11, 2019",false
9606,By Daniel Funke ,"Says House Democrats passed impeachment rules that ""do not allow any witness to be called unless the witness is approved by Adam Schiff,"" ""do not allow involvement of the President’s legal counsel"" and ""do not allow any witness to be questioned unless the question is approved by Adam Schiff.""",Facebook posts," November 11, 2019",barely-true
9607,By Amy Sherman ,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",Rand Paul," November 11, 2019",false
9608,By Louis Jacobson ,"""It’s only a federal crime for the"" inspector general to out a whistleblower.",Donald Trump Jr.," November 11, 2019",mostly-true
9609,By Ciara O'Rourke ,"""449,000 Californians turned down jury duty because they were not citizens… but they were registered voters.""",Viral image," November 11, 2019",false
9610,By Samantha Putterman ,"Says people shouldn’t make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",Facebook posts," November 11, 2019",false
9611,By Madlin Mekelburg ,"Texas lawmakers ""left children able to be sterilized and mutilated at any point in their life"" by failing to adopt a law prohibiting minors from undergoing medical or surgical gender transitions.",Cindi Castilla," November 11, 2019",barely-true
9612,By Jill Terreri Ramos ,"""Tens of thousands"" of people leave New York every week.",Donald Trump Jr.," November 8, 2019",false
9613,By Ciara O'Rourke ,"""JFK Jr was declared the frontrunner for the NY Senate seat in 1999. Days later his plane crashed, making Hillary Clinton the newly elected senator.""",Viral image," November 8, 2019",false
9614,By Ciara O'Rourke ,"Photos from Sept. 11, 2001, show that ""Donald Trump joined America’s heroes and carried victims over his shoulders down the steps of the burning World Trade Center. Obama spent the whole day sitting in the Oval Office with his feet on the desk watching basketball.""",Viral image," November 8, 2019",pants-fire
9615,By Kiannah Sepeda-Miller ,"""Illinois lost population in 94 out of the last 95 years, so it’s not like it’s a new thing that we have a slight out-trickle of people leaving the state.""",JB Pritzker," November 8, 2019",half-true
9616,By Ciara O'Rourke ,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump.",Viral image," November 8, 2019",false
9617,By Samantha Putterman ,"Says Thomas Jefferson said ""the government will one day be corrupt and filled with liars and the people will flock to the one who tells the truth.""",Facebook posts," November 8, 2019",false
9618,By Amy Sherman ,"""All the Democrats on the entire stage — every Democratic candidate said they want to give free health care to illegals.""",Joe Gruters," November 8, 2019",barely-true
9619,By Mica Soellner ,"""In WI, over 79% of Title X patients rely on Planned Parenthood for their basic health care.""",Mark Pocan," November 8, 2019",mostly-true
9620,By Ciara O'Rourke ,"On Sept. 5, 1993, ""Vince Foster went to Fort Marcy Park and shot himself 3 times in the back of the head to avoid testifying against Hillary Clinton.""",Facebook posts," November 8, 2019",false
9621,By Samantha Putterman ,"Says President Barack Obama was ""furious"" that he was caught on camera holding a pro-Muslim book.",Facebook posts," November 8, 2019",false
9622,By Caroline Cassedy ,"""On average, one person dies by suicide every 22 hours in West Virginia.""",Shelley Moore Capito," November 8, 2019",true
9623,By Broghan Swart ,"Murray Energy is ""the largest coal company in the United States.""",Joe Manchin," November 8, 2019",barely-true
9624,By Xander Landen ,"""President Trump has lifted the prospect of voters across Vermont, overseeing a 11,742 decline of Vermont residents on food stamps.""",Donald Trump," November 7, 2019",mostly-true
9625,By Ciara O'Rourke ,"""People with pre-existing mental health conditions have access to firearms and not health care.""",Facebook posts," November 7, 2019",half-true
9626,By Julianna Rennie ,"Says Thom Tillis voted to support Trump’s emergency declaration to fund the border wall even though it would ""raid $80 million from North Carolina.""",Democratic Senatorial Campaign Committee," November 6, 2019",mostly-true
9627,By Amy Sherman ,"Says ""Stacey Abrams wants to give illegal aliens the right to vote.""",Donald Trump," November 6, 2019",barely-true
9628,By Ciara O'Rourke ,"""These are real ads running in New York City calling for the removal of ‘trash’ which includes white people, Trump supporters, and Christians.""",Viral image," November 6, 2019",false
9629,By Eric Litke ,"The House impeachment rules resolution ""does not provide the president with due process protections that were afforded to both President Clinton and President Nixon.""",Bryan Steil," November 5, 2019",barely-true
9630,By Ciara O'Rourke ,"Says Clint Eastwood called Barack Obama an ""incompetent, lying, insincere, narcissistic, double-talking, socialist hypocrite, and fiscally irresponsible moron who spent eight years in the White House trying to … turn our wonderful country into a Muslim loving, socialist sh--hole like the one he came from, and I don’t mean Hawaii!""",Facebook posts," November 5, 2019",pants-fire
9631,By Miriam Valverde ,"""When it comes to electability, every single time my party has won the presidency in the last 50 years, it’s been with a candidate who was new on the national scene, hadn’t spent a lot of time in Washington, and represented a new generation of leadership.""",Pete Buttigieg," November 5, 2019",mostly-true
9632,By Ciara O'Rourke ,"Says if an unmarked car tries to pull you over, you should dial 112 to confirm it’s actually a police officer because the number provides ""a direct link to state trooper info,"" and that ""this applies in all 50 states.""",Viral image," November 5, 2019",false
9633,By Ciara O'Rourke ,Says a photo shows Hillary Clinton shaking hands with Osama bin Laden.,Viral image," November 5, 2019",pants-fire
9634,By Ciara O'Rourke ,Says Taco Bell is selling menudo for the month of November.,Viral image," November 5, 2019",false
9635,By Shefali Luthra ,"""Marijuana has a unique impact on the developing brain. It can prime your brain for addiction to other substances.""",Jerome Adams," November 5, 2019",half-true
9636,By Samantha Putterman ,Says Bill Cosby was framed for sexual assault by the Illuminati to stop him from buying NBC.,Facebook posts," November 4, 2019",pants-fire
9637,By Bill McCarthy ,"Says Democrats ""have issued more subpoenas than they’ve passed bills.""",Mike Shields," November 4, 2019",false
9638,By Daniel Funke ,"Says Sen. Kamala Harris said Democrats are ""coming for"" Trump supporters if they win the White House in 2020.",Facebook posts," November 4, 2019",pants-fire
9639,By Jon Greenberg ,"Says under the Democratic impeachment inquiry, Republicans get ""more rights than we ever received in any of the other impeachment proceedings.""",Nancy Pelosi," November 4, 2019",barely-true
9640,By Jon Greenberg ,"The impeachment process against Donald Trump ""provides fewer due process protections and fewer protections for minority rights than what we have seen in previous impeachment efforts.""",Tom Cole," November 4, 2019",barely-true
9641,By Jill Terreri Ramos ,"""If folks are vaping a legal medical cannabis product that comes from any of the New York state operators, they will not have to worry about the negative impacts on their lungs.""",Crystal Peoples-Stokes," November 2, 2019",barely-true
9642,By Amy Sherman ,"""Matt Gaetz has had numerous DUIs and his dad got him off each time. He was part of a company that had to pay 75 million in hospice fraud. They stole from dying people.""",Facebook posts," November 1, 2019",false
9643,By Tom Kertscher ,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",Facebook posts," November 1, 2019",barely-true
9644,By Tom Kertscher ,"Candidates who are supporting the Green New Deal are ""promoting abortion in third world countries to control the population!""",Nikki Haley," November 1, 2019",barely-true
9645,By D.L. Davis ,"""There’s more African American males in the penal system right now than there were (enslaved) at the height of slavery.""",Jack Salzwedel," November 1, 2019",mostly-true
9646,By Xander Landen ,"""This decision is an unfortunate example of why those of us in Montpelier need to work together to make Vermont a more affordable place to do business and make sure our policies help businesses thrive rather than creating unique burdens and barriers to growth that make us less competitive with other states.""",Phil Scott," October 31, 2019",false
9647,By Miriam Valverde ,"Says he is ""cutting illegal immigration in half.""",Donald Trump," October 31, 2019",false
9648,By Joe Noser ,"""Wages are on the rise — in fact we were the top small-business wage growth state in the nation.""",Mike Parson," October 31, 2019",mostly-true
9649,By Chris Nichols ,"""90,000 Californians are unsheltered and homeless.""",Darrell Steinberg," October 31, 2019",true
9650,By Bill McCarthy ,"Says House Democrats’ impeachment inquiry of President Donald Trump ""doesn’t feature the opposition party, it doesn’t feature cross-examination.""",Rush Limbaugh," October 30, 2019",false
9651,By Miriam Valverde ,"""Starting January 1, 2020, California will tax legal citizens if they don’t have health insurance. Why? The state needs to come up with $98,000,000 to pay for free health insurance for illegal aliens.""",Ryan Fournier," October 30, 2019",half-true
9652,By Samantha Putterman ,"Says drinking cream of tartar mixed with orange juice daily will help people quit smoking because it ""flushes the nicotine"" out of the body.",Facebook posts," October 30, 2019",pants-fire
9653,By Ciara O'Rourke ,"Says Barbara Walters said Jane Fonda ""betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War.""",Facebook posts," October 30, 2019",false
9654,By Daniel Funke ,"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three.""",Facebook posts," October 30, 2019",pants-fire
9655,By Samantha Putterman ,Says giving Motrin and Robitussin together can cause heart attacks in children.,Facebook posts," October 30, 2019",false
9656,By Madlin Mekelburg ,"""As we have learned, the Intel Inspector General (IG) changed the rule after the complaint was known in order to allow hearsay complaints, but the IG dishonestly backdated the rule change so that damage could be done to President Trump.""",Louie Gohmert," October 30, 2019",pants-fire
9657,By Miriam Valverde ,"""Antifa Fascist Fangirl Tulsi Gabbard posing with Evan Duke, leader of Portland Antifa and Occupy ICE.""",Facebook posts," October 30, 2019",barely-true
9658,By Tom Kertscher ,"""I entered as one of the poorest men in Congress, left one of the poorest men in government, in Congress and as vice president.""",Joe Biden," October 30, 2019",mostly-true
9659,By Warren Fiske ,"Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth.""",GayDonna Vandergriff," October 30, 2019",false
9660,By Kiannah Sepeda-Miller ,"""Over the last two years, the number of murders in America and America’s major cities has dropped, unlike here (Chicago), by more than 10%.""",Donald Trump," October 29, 2019",pants-fire
9661,By Daniel Funke ,"Says there is a 4,250% increase in fetal death from the flu shot.",Instagram posts," October 29, 2019",false
9662,By Jill Terreri Ramos ,"The Buffalo Billion is ""still breaking every job promise""",Brian Kolb," October 29, 2019",half-true
9663,By Jon Greenberg ,Say Sen. Lindsey Graham supports the Green New Deal.,Bloggers," October 28, 2019",pants-fire
9664,By Tom Kertscher ,"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives.",Andrew Napolitano," October 28, 2019",true
9665,By Bill McCarthy ,"Says House Democrats leading the impeachment inquiry are ""denying President Trump basic fairness and due process accorded every American.""",Lindsey Graham," October 28, 2019",false
9666,By Daniel Funke ,"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia.""",Facebook posts," October 28, 2019",barely-true
9667,By Samantha Putterman ,"Says that Olive Garden is ""funding"" President Trump's 2020 re-election campaign.",Facebook posts," October 28, 2019",false
9668,By Amy Sherman ,"Quotes Trump as saying, ""Fine you boo me DC? Go #Astros, Texas loves me, I get the best kind of love there. I’ll be renaming the White House the Orange House.""",Facebook posts," October 28, 2019",pants-fire
9669,By Warren Fiske ,"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’""",Donald Trump," October 28, 2019",barely-true
9670,By Eric Litke ,"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it.""",Robin Vos," October 28, 2019",barely-true
9671,By Kiannah Sepeda-Miller ,"Says that in Illinois, ""fewer than 20% of those actually deported have been charged with any serious crime.""",Richard Durbin," October 27, 2019",mostly-true
9672,By Samantha Putterman ,"Says that in 1770 ""British parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft.""",Facebook posts," October 25, 2019",pants-fire
9673,By Ciara O'Rourke ,"Says Ann Landers said, ""At age 20, we worry about what others think of us. At age 40, we don’t care what they think. At age 60, we discover that they have not been thinking of us at all.""",Viral image," October 25, 2019",half-true
9674,By Caitlyn Rosen ,"""General Motors is making record profits.""",Glenn Kage," October 25, 2019",half-true
9675,By Madison Czopek ,"""14,000 abandoned wind turbines litter the United States.""",Chain email," October 25, 2019",pants-fire
9676,By Jon Greenberg ,"Says Congress gave Wall Street ""trillions of dollars of zero interest loans.""",Bernie Sanders," October 25, 2019",half-true
9677,By Daniel Funke ,"Says Chick-fil-A funds the National Christian Foundation, which ""paid a preacher to go to Uganda and help their lawmakers"" with a bill that would impose the death penalty for homosexuality.",Facebook posts," October 25, 2019",barely-true
9678,By Ciara O'Rourke ,"Says Donald Trump said, ""Make no mistake: They’re not after me. They are after you; your guns, your Christian values, your freedom. I’m just in their way.""",Viral image," October 25, 2019",false
9679,By Ciara O'Rourke ,"""President Trump is asking everyone to forward this email… The TRUMP Rules: Congressional Reform Act of 2017.""",Viral image," October 25, 2019",pants-fire
9680,By Louis Jacobson ,"Says his impeachment is a ""coup.""",Donald Trump," October 25, 2019",pants-fire
9681,By Amy Sherman ,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",Matt Gaetz," October 25, 2019",barely-true
9682,By Ciara O'Rourke ,"Says Brooke Baldwin said, ""Don’t hire veterans! They’re too damaged to be trusted with authority.""",Viral image," October 25, 2019",false
9683,By Ciara O'Rourke ,A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.,Viral image," October 24, 2019",false
9684,By Ciara O'Rourke ,Says a photo shows a driver and passengers wearing moose heads in a truck with a man strapped to the roof that caused 16 accidents on I-35.,Viral image," October 24, 2019",pants-fire
9685,By Samantha Putterman ,"Says a list of prominent Democrats have concealed their ""real names"" from the public.",Facebook posts," October 24, 2019",false
9686,By Ciara O'Rourke ,"Barnes & Noble and Target have the book ""If You Give a Pig the White House"" in their children’s sections.",Viral image," October 24, 2019",false
9687,By Miriam Valverde ,"""The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.""",Facebook posts," October 24, 2019",false
9688,By Louis Jacobson ,"""I'm one of only two candidates in the field that 10% or more of Donald Trump voters say they would support in the general"" election.",Andrew Yang," October 24, 2019",pants-fire
9689,By Samantha Putterman ,"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks.""",Facebook posts," October 23, 2019",false
9690,By Eric Litke ,"""The vast majority of Wisconsin students cannot even read, write, or do math at grade level.""",Jeremy Thiesfeldt," October 23, 2019",false
