,Unnamed: 0,author,title,source,date,target
10303,10303,By Samantha Putterman ,say mitch mcconnell wa cured polio when wa child government funded care and now trying take that same care away from million american,Facebook posts," April 29, 2019",false
10304,10304,By Miriam Valverde ,half the country today ha either diabetes prediabetes,Tim Ryan," April 29, 2019",mostly-true
10305,10305,By Kiannah Sepeda-Miller ,situation right now where the country living paycheck paycheck,Marie Newman," April 28, 2019",half-true
10306,10306,By Shefali Luthra ,one out diabetes patient our country cannot afford their insulin,Kamala Harris," April 26, 2019",mostly-true
10307,10307,By Kennedy Simone ,all the pond missouri for which have data are causing groundwater contamination this statewide issue,Maxine Lipeles," April 26, 2019",true
10308,10308,By Madlin Mekelburg ,say people texas are crammed into the land,Bennett Sandlin," April 26, 2019",true
10309,10309,By Ciara O'Rourke ,say new york democrat jenna tull wa recorded saying american should euthanized when they hit they just become too dumb and think the money save,Viral image," April 26, 2019",pants-fire
10310,10310,By Ciara O'Rourke ,shakespeare said always feel happy you know why because don expect anything from anyone expectation always hurt life short love your life happy keep smiling,Viral image," April 26, 2019",pants-fire
10311,10311,By Samantha Putterman ,for the first time history one year old appears court defendant,Viral image," April 26, 2019",false
10312,10312,By Jon Greenberg ,say joe biden voted for the iraq war for mass incarceration and for the bankruptcy reform act while voting against gay marriage reproductive right and school desegregation,Justice Democrats," April 26, 2019",half-true
10313,10313,By Ciara O'Rourke ,say hillary clinton said email that she didn want michelle obama the same event her,Viral image," April 26, 2019",pants-fire
10314,10314,By Samantha Putterman ,quote george soros saying made life mission destroy the united state hate this country and hate all the people,Facebook posts," April 26, 2019",pants-fire
10315,10315,By D.L. Davis ,our road condition cost family milwaukee the average cost per driver,LaTonya Johnson," April 26, 2019",barely-true
10316,10316,By Emmarie Huetteman ,big pharmaceutical pay off they literally pay off generic keep the price and the competition off the market,Amy Klobuchar," April 25, 2019",true
10317,10317,By Samantha Young ,california leading the nation holding drug company accountable and fighting prescription drug price,Gavin Newsom," April 25, 2019",half-true
10318,10318,By Paul Specht ,say out gop candidate don live north carolina congressional district,Stony Rushing," April 25, 2019",true
10319,10319,By Amy Sherman ,florida state senator are pushing new government program that allows prescription drug from china without fda inspection,The Partnership for Safe Medicines," April 25, 2019",false
10320,10320,By Yanqi Xu ,most home care paid government program,John Delaney," April 25, 2019",mostly-true
10321,10321,By Ciara O'Rourke ,border guard found ton gun and ammunition conex container disguised furniture this furniture from muslim immigrant who have come america,Viral image," April 25, 2019",pants-fire
10322,10322,By Sidney Steele ,there are statistic out there that show the number woman who died from illegal abortion prior roe wade that number ha skyrocketed since with woman dying more with legal abortion,Nick Schroer," April 25, 2019",pants-fire
10323,10323,By Gaëlle Fournier ,every county the state texas ha veteran court,Dave Griffith," April 25, 2019",false
10324,10324,By Tom Kertscher ,say ha more executive experience than the vice president,Pete Buttigieg," April 24, 2019",barely-true
10325,10325,By Ellie French ,own state vermont from the very first day our state history what our constitution say that everybody can vote that true people jail can vote,Bernie Sanders," April 24, 2019",true
10326,10326,By Al Bernardi ,wa the only member the senate republican democrat who ha consistently voted against effort use the called nuclear option change the rule the senate,Joe Manchin," April 24, 2019",true
10327,10327,By Stephanie Alvaro ,west virginia export increased for the second year row reaching billion additionally west virginia export growth rate wa nearly double the national average,West Virginia Republican Party," April 24, 2019",true
10328,10328,By Al Bernardi ,our state ha fewer science technology engineering and math graduate than any neighboring state,E. Gordon Gee," April 24, 2019",true
10329,10329,By Stephanie Alvaro ,small business west virginia make percent the total number business the state and employ nearly percent the state workforce,Nikki Bowmar," April 24, 2019",mostly-true
10330,10330,By Garrett Spikes ,estimated that more than veteran die suicide every day,Joe Manchin," April 24, 2019",mostly-true
10331,10331,By Louis Jacobson ,the majority woman are minimum wage worker,Kamala Harris," April 24, 2019",false
10332,10332,By John Kruzel ,russia interference the election amounted couple facebook ad,Jared Kushner," April 24, 2019",pants-fire
10333,10333,By Mica Soellner ,say gov tony evers budget includes tax and fee increase even while spending more his way nearly billion deficit,David Craig," April 24, 2019",half-true
10334,10334,By Madlin Mekelburg ,since have documentation dead body have recovered texas many brook county,Dan Patrick," April 23, 2019",true
10335,10335,By Louis Jacobson ,the old day you were president and you had good economy you were basically immune from criticism,Donald Trump," April 23, 2019",pants-fire
10336,10336,By Amy Sherman ,the election wa the first election which voter color comprised over percent the electorate and that number going,Mac Heller," April 23, 2019",true
10337,10337,By Samantha Putterman ,image woman buried her neck and drinking spoonful water wa from iran and taken just before she wa stoned death under sharia law,Viral image," April 23, 2019",pants-fire
10338,10338,By Bill McCarthy ,currently percent our military infrastructure graded poor while percent failing,Allen Thomas," April 23, 2019",true
10339,10339,By Warren Fiske ,disparity infant mortality between white america and black america are greater today than the year,Beto O'Rourke," April 23, 2019",mostly-true
10340,10340,By John Kruzel ,the white house fully cooperated with the special counsel investigation,William Barr," April 22, 2019",false
10341,10341,By Samantha Putterman ,say combined dos vaccine have never been tested,Facebook posts," April 22, 2019",pants-fire
10342,10342,By Ciara O'Rourke ,peta activist wa taped tree after protesting biker rally,Viral image," April 22, 2019",pants-fire
10343,10343,By Louis Jacobson ,say jimmy carter wa the last president say flat out those israeli settlement are illegal,Marianne Williamson," April 22, 2019",half-true
10344,10344,By Julianna Rennie ,the first piece legislation that republican passed made easier for the mentally ill purchase gun,Eric Swalwell," April 22, 2019",half-true
10345,10345,By Kiannah Sepeda-Miller ,almost every state with income tax wealthy people pay higher tax rate than the middle class,Think Big Illinois," April 21, 2019",barely-true
10346,10346,By Jill Terreri Ramos ,new york state democrat blocked bill expanding college tuition for gold star family after approving aid for illegal immigrant,Donald Trump," April 20, 2019",true
10347,10347,By Tom Kertscher ,there billion year wasted the medicare program,Tim Ryan," April 19, 2019",mostly-true
10348,10348,By Louis Jacobson ,not have law place protecting baby who are born alive the result abortion,Joyce Krawiec," April 19, 2019",false
10349,10349,By Chris Nichols ,clear our country right now almost half american family are unexpected expense away from complete upheaval,Kamala Harris," April 19, 2019",half-true
10350,10350,By Madlin Mekelburg ,there have been zero reported instance any child born alive after abortion texas,Donna Howard," April 18, 2019",true
10351,10351,By Peter Jancarik ,say sen kamala harris introduced bill today forbid police officer from drawing his her gun without permission from their supervisor,Viral image," April 17, 2019",pants-fire
10352,10352,By Yue Yu ,say sjr seek fix what very quickly becoming problem missouri initiative petition and referendum are being filed record high,Eric Burlison," April 17, 2019",mostly-true
10353,10353,By Samantha Putterman ,say donald trump wrote his book being atheist give edge every deal christian are too moral for business,Facebook posts," April 17, 2019",pants-fire
10354,10354,By Catherine Harrington ,the affordable care act provided over west virginian with health care coverage,West Virginia Democratic Party," April 17, 2019",true
10355,10355,By Jill Terreri Ramos ,fifty two county have average tax above the salt cap,Andrew Cuomo," April 17, 2019",barely-true
10356,10356,By Ciara O'Rourke ,photo show muslim laughing front burning notre dame,Viral image," April 16, 2019",pants-fire
10357,10357,By Miriam Valverde ,say president donald trump effort roll back regulation mean that big now get inspect it own pork and they decided stop testing for coli,Tulsi Gabbard," April 16, 2019",barely-true
10358,10358,By D.L. Davis ,wisconsin ha the highest infant mortality rate for black baby nationwide,Shelia Stubbs," April 16, 2019",true
10359,10359,By Samantha Putterman ,video clip from the notre dame cathedral fire show man walking alone tower the church dressed muslim garb,Facebook posts," April 16, 2019",pants-fire
10360,10360,By Madlin Mekelburg ,like every budget passed the senate since have been lieutenant governor senate bill within the spending limit set the texas constitution,Dan Patrick," April 16, 2019",true
10361,10361,By Bill McCarthy ,say all north carolina teacher not currently get duty free lunch break,John Torbett," April 16, 2019",true
10362,10362,By Erica Anderson ,the state that have passed campus carry law have seen enrollment drop significantly,Andrew Byrd," April 16, 2019",false
10363,10363,By Adam Reckamp ,missouri still owes million bond issued build the year old edward jones dome the former home the louis ram,Denny Hoskins," April 16, 2019",barely-true
10364,10364,By Amy Sherman ,people show the emergency room with sprained ankle percent get opioid prescription,Joe Biden," April 16, 2019",mostly-true
10365,10365,By Warren Fiske ,other than university virginia basketball team not had virginia team even the final four over decade think george mason wa the last one,Mark Warner," April 16, 2019",false
10366,10366,By Tom Kertscher ,for every dollar spend actual peace creation spend over way prepare for war,Marianne Williamson," April 15, 2019",half-true
10367,10367,By Louis Jacobson ,say president george bush and barack obama each tried get immigration bill passed but did not work because the other party wa unwilling provide the president and his party victory,Howard Schultz," April 15, 2019",barely-true
10368,10368,By Shefali Luthra ,drug price this country actually came down last year for the first time year that because donald trump president,Mick Mulvaney," April 15, 2019",barely-true
10369,10369,By Ciara O'Rourke ,measles kill people year since mmr vaccine kill infant year since,Viral image," April 15, 2019",pants-fire
10370,10370,By Angie Drobnic Holan ,say that the council american islamic relation wa founded response,Ilhan Omar," April 15, 2019",false
10371,10371,By Kiannah Sepeda-Miller ,say chicago reduction teen smoking over the last eight year the largest drop the united state america,Rahm Emanuel," April 14, 2019",barely-true
10372,10372,By Samantha Putterman ,quote thomas homer dixon saying windmill will never generate much energy wa invested building,Facebook posts," April 12, 2019",false
10373,10373,By Eric Litke ,governor evers budget would increase property tax the largest amount decade,Wisconsin Assembly Republicans," April 12, 2019",half-true
10374,10374,By Paul Specht ,north carolina last year wa second the nation overdose death,Harry Brown," April 11, 2019",false
10375,10375,By Amy Sherman ,say president donald trump cut funding from the justice department investigate these domestic terrorist group these white supremacist group,Cory Booker," April 11, 2019",barely-true
10376,10376,By Ciara O'Rourke ,say william thompson the designer the confederate flag said people are fighting maintain the heaven ordained supremacy the white man over the inferior colored race and national emblem significant our higher cause the cause the superior race,Viral image," April 11, 2019",half-true
10377,10377,By Samantha Putterman ,photo muslim woman with the word down with the usa written their hand wa taken michigan,Viral image," April 11, 2019",pants-fire
10378,10378,By Samantha Putterman ,say jay set million trust fund for nipsey hussle child,Bloggers," April 11, 2019",pants-fire
10379,10379,By Julianna Rennie ,got almost universal coverage health care colorado,John Hickenlooper," April 11, 2019",mostly-true
10380,10380,By Colin Meyn ,the bomber scheduled arrive burlington this fall have been designated with nuclear mission,Rachel Siegel," April 11, 2019",barely-true
10381,10381,By Amy Sherman ,the southern strategy myth that never happened,Candace Owens," April 10, 2019",false
10382,10382,By Louis Jacobson ,cut unemployment more than half south bend ind,Pete Buttigieg," April 10, 2019",mostly-true
10383,10383,By Ciara O'Rourke ,health and human service admits they have never conducted federally required monitoring vaccine safety for over year,Viral image," April 10, 2019",false
10384,10384,By Samantha Putterman ,year there will enough muslim voter the elect the president,Facebook posts," April 10, 2019",false
10385,10385,By Ciara O'Rourke ,photograph show undocumented immigrant with smallpox,Viral image," April 10, 2019",pants-fire
10386,10386,By Zara McDowell-Barker ,missouri rank the nation per caput state fiscal support for higher education and missouri state last among missouri school,Clif Smart," April 10, 2019",true
10387,10387,By Eric Litke ,say gop leader have made overture meet regular basis but gov tony evers ha refused even meet with,Jim Steineke," April 10, 2019",half-true
10388,10388,By Warren Fiske ,bill that would have eased third trimester abortion resrictions,Terry McAuliffe," April 9, 2019",full-flop
10389,10389,By Samantha Putterman ,say marine have applied for white house duty since trump inauguration when obama wa president marine volunteered but had assigned,Viral image," April 8, 2019",false
10390,10390,By Samantha Putterman ,say president barack obama once said the american dream donald trump,Facebook posts," April 8, 2019",false
10391,10391,By Amy Sherman ,florida passed law where former felon can now vote had more felon register republican than democrat,Jared Kushner," April 8, 2019",barely-true
10392,10392,By Miriam Valverde ,say president donald trump said asylum seeker aren people these are animal,X posts," April 8, 2019",false
10393,10393,By Jon Greenberg ,the noise from windmill cause cancer,Donald Trump," April 8, 2019",pants-fire
10394,10394,By Ciara O'Rourke ,say john kennedy said dear friend donald trump ever decided sacrifice his fabulous billionaire lifestyle become president would unstoppable force for ultimate justice that democrat and republican alike would celebrate,Viral image," April 8, 2019",false
10395,10395,By Samantha Putterman ,photo related gun violence present day united state and the holocaust nazi germany suggest that gun control law created exacerbated the genocide jew,Viral image," April 8, 2019",false
10396,10396,By Madlin Mekelburg ,criminal alien booked into texas jail from were charged with more than criminal offense,Paul Bettencourt," April 8, 2019",mostly-true
10397,10397,By Garrett Spikes ,beginning the early built barrier sector our southern border since each wa built those sector have seen massive drop apprehension people crossing the border illegally including percent percent decrease the tucson yuma san diego and paso sector,Shelley Moore Capito," April 8, 2019",barely-true
10398,10398,By Aidan Quigley ,the public health science clear that the use the addiction medicine buprenorphine save life whether that use ha been prescribed not,Miro Weinberger," April 7, 2019",mostly-true
10399,10399,By Kiannah Sepeda-Miller ,the city chicago often bailed out taxpayer the rest the state such the million bailout for the cps chicago public school pension system that wa signed into law,Brad Halbrook," April 7, 2019",pants-fire
10400,10400,By D.L. Davis ,fyi the last statewide recount wa after that recount the vote margin changed only out the million vote cast,Republican Party of Wisconsin," April 7, 2019",mostly-true
10401,10401,By Jill Terreri Ramos ,the state budget fully fund initiative provide free college tuition for illegal immigrant while rejecting increase tuition assistance program funding that would help middle class family afford college,John Flanagan," April 7, 2019",mostly-true
10402,10402,By Madlin Mekelburg ,abortion provider perform almost procedure texas every year,Donna Campbell," April 5, 2019",mostly-true
10403,10403,By Louis Jacobson ,since the income the bottom percent pretty much all didn budge even retreated little bit,Pete Buttigieg," April 5, 2019",half-true
10404,10404,By Miriam Valverde ,say that the george bush administration revived long standing law when decided charge those that crossed the border with criminal violation rather than civil one,Julián Castro," April 5, 2019",mostly-true
10405,10405,By Bill McCarthy ,the previous administration under president barack obama really wa the first time that didn ask citizenship type question for the first time century citizenship question wa not included,Mark Meadows," April 4, 2019",false
10406,10406,By Mylana Chico ,the state ranking for act test score west virginia which state are listed the bottom state with charter school,Mike  Romano," April 4, 2019",barely-true
10407,10407,By Mica Soellner ,about percent the manufacturing and agriculture tax credit go claimant who are making million more,Daniel Riemer," April 4, 2019",true
10408,10408,By Tom Kertscher ,say his father fred trump wa born very wonderful place germany,Donald Trump," April 4, 2019",pants-fire
10409,10409,By Jon Greenberg ,merger and integration agribusiness squeeze family farm and the result that farmer are getting record low amount every dollar american spend food,Elizabeth Warren," April 4, 2019",half-true
10410,10410,By Ciara O'Rourke ,photograph show joe biden kissing woman behind lindsey graham,Viral image," April 4, 2019",pants-fire
10411,10411,By Al Bernardi ,west virginia our student enter fourth grade the first time they tested the nation which not good but not horrible the time they the grade they and then upon grade testing they near last,Mitch Carmichael," April 3, 2019",mostly-true
10412,10412,By Catherine Harrington ,have had increase percent the number child taken into state custody since,Jeremiah Samples," April 3, 2019",mostly-true
10413,10413,By Amy Sherman ,puerto rico got billion dollar for the hurricane more money than ha ever been gotten for hurricane before,Donald Trump," April 3, 2019",false
10414,10414,By John Kruzel ,when the wind stop blowing that the end your electric,Donald Trump," April 3, 2019",barely-true
10415,10415,By Chris Nichols ,american would run out avocado three week import from mexico were stopped due border closure,Bloggers," April 3, 2019",mostly-true
10416,10416,By Samantha Putterman ,hacker are posting sexual video and picture your facebook wall you don see them but your friend then seems you posted,Facebook posts," April 3, 2019",false
10417,10417,By Tom Kertscher ,america life expectancy ha declined for the last three year row the first time hundred year because surge suicide and drug overdoses,Andrew Yang," April 3, 2019",mostly-true
10418,10418,By Ciara O'Rourke ,seven day before john kennedy wa assassinated said there plot this country enslave every man woman and child before leave this high and noble office intend expose this plot,Viral image," April 3, 2019",false
10419,10419,By D.L. Davis ,say milwaukee mayor tom barrett did not want juvenile facility milwaukee ha never been juvenile facility and didn want done,Lena Taylor," April 2, 2019",barely-true
10420,10420,By Samantha Putterman ,quote harriet tubman saying freed thousand slave could have freed thousand more only they knew they were slave,Facebook posts," April 2, 2019",pants-fire
10421,10421,By Ciara O'Rourke ,when winston churchill wa asked cut art funding favour the war effort simply replied then what are fighting for,Viral image," April 2, 2019",false
10422,10422,By Samantha Putterman ,quote bernie sander saying christianity insult muslim,Facebook posts," April 2, 2019",false
10423,10423,By Ciara O'Rourke ,say alexandria ocasio cortez said need repeal daylight saving time primary measure decrease the rate climate change less hour sun shine equal less heat hitting earth surface,Viral image," April 2, 2019",pants-fire
10424,10424,By Miriam Valverde ,american middle school caught forcing student muslim prayer time day,Bloggers," April 2, 2019",pants-fire
10425,10425,By Ciara O'Rourke ,the day gore wa born there were glacier earth today only remain,Viral image," April 2, 2019",false
10426,10426,By Ciara O'Rourke ,the mueller report wa leaked,Viral image," April 2, 2019",pants-fire
10427,10427,By Warren Fiske ,woman virginia have been incarcerated increasingly high rate around percent increase the past four five year,Kaye Kory," April 2, 2019",false
10428,10428,By Jon Greenberg ,every single health care plan that this white house ha ever put forward since donald trump wa elected covered pre existing condition,Mick Mulvaney," April 1, 2019",barely-true
10429,10429,By Louis Jacobson ,state average teacher pay less than the living wage for family four,Kamala Harris," April 1, 2019",mostly-true
10430,10430,By Ciara O'Rourke ,bluegill fish are responsible for over death the united state every summer,Viral image," April 1, 2019",pants-fire
10431,10431,By Samantha Putterman ,quote adolf hitler saying the best way control people take little their freedom time,Facebook posts," April 1, 2019",false
10432,10432,By Kiannah Sepeda-Miller ,pritzker and madigan want change the constitution allow permanent job tax middle class family,Ideas Illinois," March 31, 2019",false
10433,10433,By Madlin Mekelburg ,right now texas woman reproductive age are uninsured totaling million texas woman,John Bucy III," March 29, 2019",true
10434,10434,By Colin Meyn ,carbon tax whether convenient say not,Scott Beck," March 29, 2019",barely-true
10435,10435,By Jill Terreri Ramos ,for cabinet post have the best voting record against trump nominee anyone else running for president,Kirsten Gillibrand," March 29, 2019",true
10436,10436,By Samantha Putterman ,say islamic study professor tariq ramadan said muslim are here colonize the and canada and spread sharia law and won hesitate use violent jihad they have,Facebook posts," March 29, 2019",false
10437,10437,By Ciara O'Rourke ,say donna brazile criminal,Viral image," March 29, 2019",false
10438,10438,By Julianna Rennie ,president trump wall cost less than the obamacare website,Facebook posts," March 29, 2019",false
10439,10439,By Matthew Riley ,say ice detainer request not valid warrant,Quentin Miller," March 28, 2019",true
10440,10440,By John Kruzel ,the fbi said former national security adviser michael flynn wasn lying,Donald Trump," March 28, 2019",false
10441,10441,By Mica Soellner ,state still don have comprehensive protection for people the lgbtq community,Tammy Baldwin," March 28, 2019",true
10442,10442,By Sarah Stanley ,say fred trump wa arrested for participating kkk riot,Facebook posts," March 28, 2019",barely-true
10443,10443,By Ciara O'Rourke ,say tom ford said about melania trump have interest dressing glorified escort who steal speech and ha bad taste men,Viral image," March 28, 2019",false
10444,10444,By Chris Nichols ,say trump administration raiding money from military service member pension pay for the border wall,Kamala Harris," March 28, 2019",false
10445,10445,By Jon Greenberg ,say donald trump health care policy have left million more american uninsured since took office,Julián Castro," March 28, 2019",half-true
10446,10446,By Samantha Putterman ,say adam schiff used taxpayer money reach sexual harassment settlement with year old male,Facebook posts," March 27, 2019",pants-fire
10447,10447,By Ciara O'Rourke ,president trump signed legislation clean million ton trash from our ocean and lake last week,Viral image," March 27, 2019",false
10448,10448,By Ciara O'Rourke ,photograph show barack obama kissing david cameron,Viral image," March 27, 2019",pants-fire
10449,10449,By Samantha Patrick ,have more woman the workforce than ever before,West Virginia Republican Party," March 27, 2019",half-true
10450,10450,By Patrick Downey ,the catalytic converter used automobile wa invented west virginia,Brian Joseph," March 27, 2019",barely-true
10451,10451,By Ciara O'Rourke ,say samuel jackson said maybe underpaid these modern mumble rapper and overpaid teacher there would smarter people the future and less music,Viral image," March 27, 2019",false
10452,10452,By Liz Newton ,right here west virginia they are building new house that syrian muslim can move down into this neighborhood two month funeral home torn down two month and mosque going built there,Facebook posts," March 27, 2019",pants-fire
10453,10453,By Ciara O'Rourke ,say joseph stalin said enough that the people know there wa election the people who cast the vote decide nothing the people who count the vote decide everything,Viral image," March 27, 2019",false
10454,10454,By Ciara O'Rourke ,congress quietly repealed the mccarran warner act forbidding muslim from holding office,Facebook posts," March 27, 2019",false
10455,10455,By Amy Sherman ,some patient who are transplant list for kidney other organ are being dropped from the list simply because they are shown licensed card holder for medical marijuana,Gary Farmer," March 27, 2019",mostly-true
10456,10456,By Madlin Mekelburg ,now have several hundred teacher that are over year old and what read recently that baby born today their age expectancy least,Bob Hall," March 26, 2019",half-true
10457,10457,By Jon Greenberg ,the trump budget cut billion almost trillion dollar cut medicare,Joe Biden," March 26, 2019",barely-true
10458,10458,By Julianna Rennie ,atm user distress can enter their pin backwards secretly call the police,Facebook posts," March 26, 2019",false
10459,10459,By Sidney Steele ,say zero african american have presented the house budget committee,Tommie Pierson Jr.," March 26, 2019",true
10460,10460,By Bill McCarthy ,going take your hard earned tax dollar and million more and send them political candidate campaign they can put ad,Mark Walker," March 26, 2019",barely-true
10461,10461,By Warren Fiske ,during his governorship virginia made the largest investment ever education,Terry McAuliffe," March 26, 2019",barely-true
10462,10462,By Samantha Putterman ,show photo two similar wall street journal newspaper with different headline about president donald trump and describes the edition same paper same date different market what did you just learn feeling manipulated yet,Viral image," March 26, 2019",false
10463,10463,By Samantha Putterman ,say photograph harriet tubman show she wa gun toting democrat shooting amendment supporting republican,Facebook posts," March 25, 2019",false
10464,10464,By Louis Jacobson ,after legalizing marijuana colorado haven seen spike consumption,John Hickenlooper," March 25, 2019",half-true
10465,10465,By Kiannah Sepeda-Miller ,nationally they predict prison population the basis third grade achievement,Toni Preckwinkle," March 24, 2019",false
10466,10466,By Jill Terreri Ramos ,there been percent increase young people coming back buffalo after decade where lost percent our young people,Andrew Cuomo," March 23, 2019",half-true
10467,10467,By Madlin Mekelburg ,wa the first elected republican williamson county history,John Carter," March 22, 2019",half-true
10468,10468,By Jon Greenberg ,could build wall with the billion obama gave iran,Bloggers," March 22, 2019",false
10469,10469,By Madlin Mekelburg ,right now only percent the child care provider texas are certified meeting quality standard,Children at Risk," March 22, 2019",mostly-true
10470,10470,By Samantha Putterman ,quote albert einstein saying fear the day technology will surpass human interaction the world will have generation idiot,Facebook posts," March 22, 2019",pants-fire
10471,10471,By Louis Jacobson ,during her tenure county attorney minnesota there wa percent decrease incarceration african american,Amy Klobuchar," March 22, 2019",false
10472,10472,By Magdaline Duncan ,are always going need architect doctor going need professional with four year degree but percent the people missouri don have degree,Mike Parson," March 22, 2019",true
10473,10473,By Eric Litke ,over the last eight year shown that even though cut tax billion revenue continue grow,John Nygren," March 21, 2019",true
10474,10474,By John Kruzel ,america came along the first country end slavery within year,Katie Pavlich," March 21, 2019",false
10475,10475,By Jon Greenberg ,farmer suicide rate are high they have been since the great depression,Cory Booker," March 21, 2019",false
10476,10476,By Chris Nichols ,college debt ha increased percent since and now exceeds trillion dollar which second only mortgage debt and surpasses even credit card debt,Kamala Harris," March 21, 2019",mostly-true
10477,10477,By Samantha Putterman ,say the looney tune cartoon character yosemite sam wa banned from television for being too violent,Facebook posts," March 21, 2019",false
10478,10478,By John Kruzel ,have flown boeing across the atlantic ocean biofuels have flown,Jay Inslee," March 21, 2019",mostly-true
10479,10479,By Madlin Mekelburg ,say beto rourke gave the remaining mill from his senate race the texas democratic party few month ago the party sent the money back him the day his announcement,X posts," March 20, 2019",pants-fire
10480,10480,By Miriam Valverde ,say president donald trump fiscal year budget slash investment health care pay for tax cut billionaire,Julián Castro," March 20, 2019",half-true
10481,10481,By Colin Meyn ,now there new threat that seeing close the risk exposure powerful drug that can kill even tiny amount,Matthew Birmingham," March 20, 2019",false
10482,10482,By Paul Specht ,position trump national emergency declaration for border wall funding,Thom Tillis," March 20, 2019",full-flop
10483,10483,By D.L. Davis ,over percent african american men milwaukee county have been going prison for low level drug offense and think hundred time that the city madison,David Crowley," March 19, 2019",false
10484,10484,By Miriam Valverde ,nearly half public school teacher texas are working second third job not for kick not for extra spending cash but just make end meet,Beto O'Rourke," March 19, 2019",half-true
10485,10485,By Warren Fiske ,tax increase,Levar Stoney," March 19, 2019",half-flip
10486,10486,By Samantha Putterman ,florida driver who have their cell phone hand can ticketed and sent driving school,Facebook posts," March 18, 2019",false
10487,10487,By Tom Kertscher ,pay far more for health care than any other country the world yet have far worse outcome than any other country the world,Tulsi Gabbard," March 18, 2019",mostly-true
10488,10488,By Kiannah Sepeda-Miller ,say that despite the tremendous amount money that have gone into only family housing unit have been created the last year through chicago affordable requirement ordinance,Toni Preckwinkle," March 17, 2019",barely-true
10489,10489,By Laura Murgatroyd ,say the university missouri ha been cleared involvement academic fraud involving student athlete,Vicky Hartzler," March 16, 2019",half-true
10490,10490,By Kit Norton ,received more vote from young people black white latino asian american and native american than donald trump and hillary clinton combined,Bernie Sanders," March 16, 2019",mostly-true
10491,10491,By Jon Greenberg ,seismic airgun blasting used for energy exploration time louder than conventional airhorn,Joe Cunningham," March 15, 2019",mostly-true
10492,10492,By Ciara O'Rourke ,photograph show beto rourke nearly nude with the word feminist atheist and slut his body,Viral image," March 15, 2019",pants-fire
10493,10493,By Samantha Putterman ,say prince invested nike recruited michael jordan the company and designed the first air jordan,Facebook posts," March 15, 2019",pants-fire
10494,10494,By Paul Specht ,democrat have forced special election,North Carolina Republican Party," March 15, 2019",false
10495,10495,By Zara McDowell-Barker ,the sport betting bill would create million million additional revenue for the state,Denny Hoskins," March 15, 2019",half-true
10496,10496,By Louis Jacobson ,say paul manafort sentencing judge amy berman jackson conceded that there wa absolutely evidence any russian collusion this case that make two court two court have ruled evidence any collusion with any russian,Kevin Downing," March 14, 2019",pants-fire
10497,10497,By Gaëlle Fournier ,the school district don have kitchen,Hannah Kelly," March 14, 2019",half-true
10498,10498,By Ciara O'Rourke ,photograph show joe biden engaging disturbing behavior with boy,Viral image," March 14, 2019",pants-fire
10499,10499,By Madlin Mekelburg ,say beto rourke father law billionaire real estate developer who bankrolled super pac buy beto congressional seat,Club for Growth," March 14, 2019",barely-true
10500,10500,By Madlin Mekelburg ,say beto rourke crashed into barrier causing collision while driving drunk then fleeing the scene avoid accountability,Club for Growth," March 14, 2019",mostly-true
10501,10501,By Madlin Mekelburg ,say beto rourke perpetuated stereotype casting aspersion working woman whose only qualification seemed large breast and tight buttock,Club for Growth," March 14, 2019",mostly-true
10502,10502,By Madlin Mekelburg ,say beto rourke did his father law bidding the paso city council pushing downtown redevelopment scheme bulldoze poor hispanic neighborhood while enriching developer like his father law,Club for Growth," March 14, 2019",half-true
10503,10503,By Chris Nichols ,california ha the largest death row the western hemisphere the largest death row the united state america two time the size the next largest state florida,Gavin Newsom," March 13, 2019",true
10504,10504,By Louis Jacobson ,job growth and stock growth for the first two year trump are down from where they were during the last two year obama,Matthew Dowd," March 13, 2019",half-true
10505,10505,By John Kruzel ,have developed wind industry washington state from zero billion year,Jay Inslee," March 13, 2019",mostly-true
10506,10506,By Paul Specht ,say would legalize the kind fraud found north carolina,Dan Crenshaw," March 13, 2019",false
10507,10507,By Samantha Putterman ,say thomas jefferson drafted the declaration independence hemp paper grew and smoked marijuana and said hemp first necessity the wealth and protection the country,Facebook posts," March 13, 2019",barely-true
10508,10508,By Eric Litke ,state tuition available for non citizen after three year veteran have wait five year,Wisconsin Assembly Republicans," March 13, 2019",barely-true
10509,10509,By Ciara O'Rourke ,say alexandria ocasio cortez said never have worry about china attacking they are hour ahead have plenty time shoot down their missile,Viral image," March 13, 2019",pants-fire
10510,10510,By Amy Sherman ,say house democrat voted allow illegal alien have right vote,Facebook posts," March 13, 2019",false
10511,10511,By Warren Fiske ,woman earn average cent the dollar compared white men doing similar job,Bobby  Scott," March 13, 2019",mostly-true
10512,10512,By Jon Greenberg ,the boeing max the type plane that crashed ethiopia continues fly the united state despite the faa saying software update are likely coming,Elizabeth Warren," March 12, 2019",true
10513,10513,By Mica Soellner ,phasing out the private school voucher program his first budget,Tony Evers," March 12, 2019",half-flip
10514,10514,By Tom Kertscher ,trillion the green new deal would cost more than the entire recorded spending the since the constitution went into effect,Joni Ernst," March 12, 2019",false
10515,10515,By Ciara O'Rourke ,say sinclair lewis said when fascism come america will wrapped the flag and carrying cross,Viral image," March 12, 2019",false
10516,10516,By Ciara O'Rourke ,say alexandria ocasio cortez wa fired from hot dog stick for incompetence,Viral image," March 12, 2019",pants-fire
